"Input Type (Text, audio, text+audio)",Expected Text,Expected Text Audio,"Level (N1,N2,N3)",¿Expected answer? (Yes/No),Date,Text Input,Transcribed Audio Text,ASR time,WER,RAG Answer,Procedure,RAG Status,RAG Error Menssage,¿Answer Correct?(Yes/No),RAG Time,RAG Avg Score,RAG Pages,TTS Time,Total time
Audio,nan,What is the loss of braking procedure?,N2,Yes,12/10/2025,, What is the loss of breaking procedure?,0.262,0.1429,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. 1. The reversers are set to MAX.

2. 2. Brake pedals are released.

3. 3. The anti-skid and nose wheel steering are set to OFF.

4. 4. Brake pedals are pressed again.

5. 5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

_No data available_",LOSS OF BRAKING,success,,,1.643,1.2933,"[10.0, 9.0, 7.0]",1.36,3.265
Audio,nan,What should be done in case of smoke or fumes in the cockpit?,N2,Yes,12/10/2025,, what should be done in case of smoke or fumes in the cockpit.,0.388,0.0,"**Procedure:**

SMOKE OR FUMES

**Conditions:**

Detection of smoke or fumes in the cabin or avionics.

**Steps:**

1. 1. Oxygen masks are set ON with 100% oxygen.

2. 2. Crew communication is established.

3. 3. If necessary, smoke or fumes removal procedures are applied.

4. 4. Ventilation conditions are adjusted.

**Notes:**

_No data available_",SMOKE OR FUMES,success,,,1.454,0.9933,"[10.0, 7.0, 6.0]",1.045,2.886
Audio,nan,How is a fuel leak handled?,N2,Yes,12/10/2025,, How is it fuel leak handled?,0.26,0.1667,"**Procedure:**

FUEL LEAK

**Conditions:**

Indications of a fuel leak.

**Steps:**

1. The ENGINE MASTER of the affected engine is set to OFF.

2. The IDG of the affected engine is set to OFF.

3. Air Traffic Control is informed.

4. Fuel imbalance is monitored.

**Notes:**

_No data available_",FUEL LEAK,success,,,1.235,1.19,"[10.0, 9.0, 7.0]",0.777,2.272
Audio,nan,Explain the emergency descent procedure.,N2,Yes,12/10/2025,, explain the emergency descent procedure.,0.199,0.0,"**Procedure:**

EMERGENCY DESCENT

**Conditions:**

Urgent need to lose altitude rapidly.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. Speed is set to maximum or appropriate.

4. Spoilers are set to full.

5. The selected altitude is confirmed and descent is initiated.

**Notes:**

Air Traffic Control is informed as soon as possible.",EMERGENCY DESCENT,success,,,1.606,0.8867,"[11.0, 9.0, 7.0]",0.919,2.723
Audio,nan,What is the correct response to an EGPWS warning?,N2,Yes,12/10/2025,, What is the correct response to an egg-puzzle warning?,0.52,0.1111,The question does not match with the context provided.,,no_match,,,0.509,1.64,"[6.0, 6.0, 11.0]",0.075,1.104
Audio,nan,How is a windshear escape maneuver executed?,N2,Yes,12/10/2025,, How is a winter skip maneuver executed?,0.234,0.2857,"**Procedure:**

GO-AROUND

**Conditions:**

Need to abort landing.

**Steps:**

1. The thrust levers are set to TOGA.

2. The flaps are set according to the procedure.

3. When positive climb is confirmed, the landing gear is retracted.

4. The flight path is established.

5. Air Traffic Control is informed.

**Notes:**

The published missed approach procedure is followed.",GO-AROUND,success,,,1.554,1.1533,"[8.0, 11.0, 7.0]",1.162,2.95
Audio,nan,List the steps for the preflight procedure.,N2,Yes,12/10/2025,, This is the steps for the pro-flight procedure.,0.272,0.4286,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.492,0.8733,"[4.0, 8.0, 5.0]",0.788,2.553
Audio,nan,Tell me about cockpit preparation.,N2,Yes,12/10/2025,, Tell me about cockpit preparation.,0.209,0.0,"**Procedure:**

COCKPIT PREPARATION

**Conditions:**

Before engine start.

**Steps:**

1. The overhead panel is checked.

2. The fuel quantity is checked.

3. The flight plan is entered into the MCDU.

4. The flight instruments are checked and set.

5. The takeoff performance data is inserted.

6. The briefing is completed.

**Notes:**

All systems must be set according to the flight crew operating manual.",COCKPIT PREPARATION,success,,,1.651,0.93,"[1.0, 4.0, 3.0]",1.12,2.98
Audio,nan,What is the sequence for starting an engine?,N2,Yes,12/10/2025,, What is the sequence for starting an engine?,0.24,0.0,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.527,1.2033,"[2.0, 1.0, 6.0]",0.932,2.7
Audio,nan,What checks are part of the 'Before Taxi' procedure?,N2,Yes,12/10/2025,, What checks are part of the before-taxi procedure?,0.305,0.2222,"**Procedure:**

BEFORE TAXI

**Conditions:**

Engines stabilized and ready to taxi.

**Steps:**

1. The ground equipment is cleared.

2. The flaps are set for takeoff.

3. The flight controls are checked.

4. The flight instruments are cross-checked.

5. The taxi clearance is obtained.

**Notes:**

_No data available_",BEFORE TAXI,success,,,1.245,0.7767,"[2.0, 2.0, 5.0]",0.929,2.478
Audio,nan,What are the guidelines for taxiing?,N2,Yes,12/10/2025,, What are the guidelines for taxing?,0.236,0.1667,"**Procedure:**

TAXI

**Conditions:**

Taxi clearance received.

**Steps:**

1. The taxi lights are set ON.

2. The brakes are checked.

3. The nose wheel steering is confirmed operative.

4. The taxi route is followed as cleared.

**Notes:**

Taxi speed is limited according to airport procedures.",TAXI,success,,,1.305,1.0467,"[2.0, 2.0, 6.0]",1.131,2.671
Audio,nan,Describe the 'Before Takeoff' checklist items.,N2,Yes,12/10/2025,, Describe the before take of checklist items.,0.267,0.3333,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

_No data available_",BEFORE TAKEOFF,success,,,1.397,1.15,"[1.0, 3.0, 2.0]",1.186,2.849
Audio,nan,What actions are taken during the takeoff roll and initial climb?,N2,Yes,12/10/2025,, What actions are taken during the takeoff role and initial climb?,0.299,0.0909,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

After initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

_No data available_",AFTER TAKEOFF AND CLIMB,success,,,1.37,0.8267,"[3.0, 3.0, 9.0]",0.834,2.503
Audio,nan,Can you explain the 'After Takeoff and Climb' procedure?,N2,Yes,12/10/2025,, Can you explain the aftertake-off and climb procedure?,0.283,0.2222,"**Procedure:**

AFTER TAKEOFF AND CLIMB

**Conditions:**

After initial climb out.

**Steps:**

1. The landing gear is retracted.

2. The flaps and slats are retracted on schedule.

3. The climb thrust is set.

4. The autopilot is engaged if desired.

5. The after takeoff checklist is completed.

**Notes:**

Transition altitude is observed for setting standard pressure.",AFTER TAKEOFF AND CLIMB,success,,,1.503,0.8567,"[3.0, 8.0, 3.0]",0.834,2.619
Audio,nan,What are the responsibilities during the cruise phase?,N2,Yes,12/10/2025,, What are the responsibilities during the cruise phase?,0.479,0.0,The question does not match with the context provided.,,no_match,,,0.87,1.1167,"[4.0, 1.0, 9.0]",0.167,1.515
Audio,nan,What is involved in descent preparation?,N2,Yes,12/10/2025,, what is involved in descent preparation.,0.227,0.0,"**Procedure:**

DESCENT PREPARATION

**Conditions:**

Aircraft approaching top of descent.

**Steps:**

1. The descent clearance is obtained.

2. The STAR and approach are reviewed and inserted.

3. The landing performance is calculated.

4. The briefing is completed.

5. The seat belt signs are set ON.

**Notes:**

Weather and ATIS information is obtained in advance.",DESCENT PREPARATION,success,,,1.494,1.1033,"[4.0, 11.0, 3.0]",0.937,2.659
Audio,nan,Tell me the procedure for an instrument approach.,N2,Yes,12/10/2025,, Tell me the procedure for an instrument approach.,0.26,0.0,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.504,1.24,"[5.0, 2.0, 4.0]",0.963,2.727
Audio,nan,What happens during the landing phase?,N2,Yes,12/10/2025,, What happens during the landing phase?,0.212,0.0,"**Procedure:**

LANDING

**Conditions:**

Aircraft cleared to land.

**Steps:**

1. The landing configuration is confirmed.

2. The autopilot may be disconnected at minimums or earlier.

3. The aircraft is landed smoothly on main landing gear.

4. Reversers and brakes are used as required.

**Notes:**

Landing roll is monitored until safe taxi speed is reached.",LANDING,success,,,1.496,0.9867,"[5.0, 5.0, 4.0]",0.988,2.696
Audio,nan,What are the pilot's actions after landing?,N2,Yes,12/10/2025,, What are the pilot's actions after landing?,0.256,0.0,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. The strobe lights are set OFF.

2. The landing lights are set OFF.

3. The APU is started if required.

4. The flaps are retracted.

5. The spoilers are disarmed.

**Notes:**

Ground clearance is obtained before taxiing to stand.",AFTER LANDING,success,,,1.49,0.8867,"[5.0, 5.0, 3.0]",1.135,2.881
Audio,nan,How is the aircraft shut down and secured?,N2,Yes,12/10/2025,, How is the aircraft shut down and secured?,0.248,0.0,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

A full securing checklist is completed before leaving cockpit.",PARKING AND SECURING AIRCRAFT,success,,,1.802,0.9433,"[6.0, 1.0, 3.0]",1.165,3.215
Audio,nan,What is the fire fighting procedure for an engine on the ground?,N2,Yes,12/10/2025,, What is the firefighting procedure for an engine on the ground?,0.315,0.1667,"**Procedure:**

ENGINE FIRE ON GROUND

**Conditions:**

Fire warning in engine during taxi or rejected takeoff.

**Steps:**

1. 1. The ENGINE MASTER of the affected engine is set to OFF.

2. 2. The ENG FIRE pushbutton of the affected engine is pressed.

3. 3. The AGENT 1 pushbutton is discharged.

4. 4. If the fire continues, the AGENT 2 pushbutton is discharged.

5. 5. Air Traffic Control is informed.

**Notes:**

If the fire cannot be extinguished, an immediate evacuation is initiated.",ENGINE FIRE ON GROUND,success,,,1.904,0.9,"[6.0, 6.0, 1.0]",1.334,3.554
Audio,nan,What is the memory item for an in-flight engine fire?,N2,Yes,12/10/2025,, What is the memory item thrown in Flight Engine Fire?,0.273,0.3,"**Procedure:**

ENGINE FIRE IN FLIGHT

**Conditions:**

Fire warning in engine during flight.

**Steps:**

1. The thrust lever of the affected engine is set to IDLE.

2. The ENGINE MASTER of the affected engine is set to OFF.

3. The ENG FIRE pushbutton of the affected engine is pressed.

4. The AGENT 1 pushbutton is discharged.

5. If the fire continues, the AGENT 2 pushbutton is discharged.

6. Speed and altitude are adjusted for a possible immediate landing.

**Notes:**

Air Traffic Control is contacted for diversion and emergency landing.",ENGINE FIRE IN FLIGHT,success,,,1.759,1.2267,"[6.0, 6.0, 10.0]",1.218,3.25
Audio,nan,What's the first thing to do in a rapid decompression?,N2,Yes,12/10/2025,, What's the first thing to do in a rapid decompression?,0.294,0.0,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.236,1.07,"[7.0, 11.0, 9.0]",0.695,2.225
Audio,nan,How can a pilot recover from a stall?,N2,Yes,12/10/2025,, How can a pilot recover from a stall?,0.267,0.0,"**Procedure:**

STALL RECOVERY

**Conditions:**

Indication of stall or stall warning.

**Steps:**

1. Pitch attitude is reduced.

2. Bank angle is leveled.

3. Thrust is applied as required.

4. Speed brakes are retracted.

5. If in landing configuration, flaps are maintained and landing gear is retracted if necessary.

**Notes:**

Aerodynamic recovery is prioritized before any other action.",STALL RECOVERY,success,,,1.571,1.09,"[7.0, 7.0, 11.0]",1.075,2.913
Audio,nan,"If the speed reading is wrong, what should I do?",N2,Yes,12/10/2025,," If the speed reading is wrong, what should I do?",0.35,0.0,The question does not match with the context provided.,,no_match,,,0.58,1.4933,"[8.0, 2.0, 2.0]",0.074,1.004
Audio,nan,What is the mandatory action for a TCAS Resolution Advisory?,N2,Yes,12/10/2025,, What is the mandatory action for a TCAS resolution advisory?,0.291,0.0,"**Procedure:**

TCAS RA

**Conditions:**

Resolution advisory from TCAS.

**Steps:**

1. The autopilot is disconnected.

2. The pitch guidance from TCAS is followed.

3. No maneuver is made opposite to the RA order.

4. When clear, the aircraft returns to the original flight path.

**Notes:**

Immediate compliance is mandatory.",TCAS RA,success,,,1.432,1.09,"[8.0, 3.0, 5.0]",0.786,2.509
Audio,nan,How do you knit a scarf?,N2,No,12/10/2025,, How do you knit a scarf?,0.213,0.0,The question does not match with the context provided.,,no_match,,,0.415,1.79,"[3.0, 7.0, 11.0]",0.074,0.702
Audio,nan,What are the rules of chess?,N2,No,12/10/2025,, What are the rules of chess?,0.225,0.0,The question does not match with the context provided.,,no_match,,,0.421,1.6033,"[3.0, 5.0, 2.0]",0.074,0.719
Audio,nan,Can you recommend a good restaurant in Paris?,N2,No,12/10/2025,, Can you recommend a good restaurant in Paris?,0.247,0.0,The question does not match with the context provided.,,no_match,,,0.519,1.93,"[5.0, 4.0, 9.0]",0.074,0.84
Audio,nan,How old are you?,N2,No,12/10/2025,, How old are you?,0.187,0.0,The question does not match with the context provided.,,no_match,,,0.523,1.9467,"[9.0, 3.0, 8.0]",0.085,0.795
Audio,nan,How do I get the plane ready from a cold and dark state?,N3,Yes,12/10/2025,, How do I get the plane ready from a cold and dark state?,0.307,0.0,"**Procedure:**

PREFLIGHT PROCEDURE

**Conditions:**

Aircraft is on ground and secured before flight.

**Steps:**

1. The aircraft documents are checked.

2. The circuit breakers are confirmed in normal position.

3. The battery switches are set to ON.

4. The external power is connected if available.

5. The ADIRS selectors are set to NAV.

6. The oxygen pressure is checked.

**Notes:**

Ensure all required equipment is onboard and serviceable.",PREFLIGHT PROCEDURE,success,,,1.727,1.1433,"[1.0, 3.0, 4.0]",1.235,3.269
Audio,nan,What panel should I check before starting the engines?,N3,Yes,12/10/2025,, What panel should I check before starting the engines?,0.25,0.0,"**Procedure:**

COCKPIT PREPARATION

**Conditions:**

Before engine start.

**Steps:**

1. The overhead panel is checked.

2. The fuel quantity is checked.

3. The flight plan is entered into the MCDU.

4. The flight instruments are checked and set.

5. The takeoff performance data is inserted.

6. The briefing is completed.

**Notes:**

_No data available_",COCKPIT PREPARATION,success,,,1.305,0.9567,"[2.0, 1.0, 1.0]",1.313,2.868
Audio,nan,How do I start the second engine after the first one is stabilized?,N3,Yes,12/10/2025,, How do I start the second engine after the first one is stabilized?,0.305,0.0,"**Procedure:**

ENGINE START

**Conditions:**

Aircraft ready for engine start.

**Steps:**

1. The beacon light is set to ON.

2. The parking brake is set.

3. The engine mode selector is set to IGN/START.

4. The engine master switch is set to ON for the engine to be started.

5. Engine parameters are monitored until stabilized.

**Notes:**

Ground crew is informed before start.",ENGINE START,success,,,1.626,1.16,"[2.0, 2.0, 3.0]",1.299,3.229
Audio,nan,"Before calling for pushback, what configuration should the aircraft be in?",N3,Yes,12/10/2025,," Before calling for push pack, what configuration should the aircraft be in?",0.321,0.1818,"**Procedure:**

BEFORE TAKEOFF

**Conditions:**

Lined up or ready for takeoff clearance.

**Steps:**

1. The cabin is secured.

2. The takeoff runway is confirmed.

3. The TCAS is set to TA/RA.

4. The packs are set according to requirement.

5. The flight attendants are advised.

**Notes:**

Final takeoff checklist is completed.",BEFORE TAKEOFF,success,,,1.525,1.2067,"[1.0, 3.0, 9.0]",1.27,3.117
Audio,nan,What's the first check I should perform once the aircraft begins to move?,N3,Yes,12/10/2025,, What's the first check I should perform once the aircraft begins to move?,0.357,0.0,The question does not match with the context provided.,,no_match,,,0.597,0.9167,"[2.0, 1.0, 4.0]",0.089,1.042
Audio,nan,"The cabin is ready, we are at the holding point. What are the last items to check?",N3,Yes,12/10/2025,, The cabin is ready. We are at the holding point. What are the last items to check?,0.409,0.0,"**Procedure:**

PREFLIGHT PROCEDURE

**Conditions:**

Aircraft is on ground and secured before flight.

**Steps:**

1. The aircraft documents are checked.

2. The circuit breakers are confirmed in normal position.

3. The battery switches are set to ON.

4. The external power is connected if available.

5. The ADIRS selectors are set to NAV.

6. The oxygen pressure is checked.

**Notes:**

Ensure all required equipment is onboard and serviceable.",PREFLIGHT PROCEDURE,success,,,1.656,1.18,"[3.0, 1.0, 1.0]",1.317,3.382
Audio,nan,At what point during takeoff do I retract the landing gear?,N3,Yes,12/10/2025,, At what point during take do I retract the landing gear?,0.453,0.0909,"**Procedure:**

TAKEOFF

**Conditions:**

Takeoff clearance received.

**Steps:**

1. The thrust levers are set to TOGA or FLEX.

2. The aircraft is maintained on centerline.

3. Rotation is performed at VR.

4. Positive climb is confirmed.

5. The landing gear is retracted.

**Notes:**

Monitor engine and flight parameters continuously.",TAKEOFF,success,,,1.356,0.9467,"[3.0, 3.0, 5.0]",1.381,3.19
Audio,nan,When should I engage the autopilot after becoming airborne?,N3,Yes,12/10/2025,, When should I engage the autopilot after becoming airborne?,0.283,0.0,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.647,1.0233,"[5.0, 11.0, 8.0]",1.297,3.227
Audio,nan,How can I monitor the aircraft's performance while at cruising altitude?,N3,Yes,12/10/2025,, How can I monitor the aircraft's performance while at cruising altitude?,0.316,0.0,"**Procedure:**

CRUISE

**Conditions:**

Aircraft established at cruise altitude.

**Steps:**

1. The cruise power is set.

2. The fuel monitoring is performed.

3. The systems are checked regularly.

4. The position reports are made as required.

**Notes:**

Maintain situational awareness at all times.",CRUISE,success,,,1.385,1.21,"[4.0, 11.0, 8.0]",0.962,2.663
Audio,nan,"Before starting the descent, what information do I need to review and input?",N3,Yes,12/10/2025,," Before starting the descent, what information do I need to review an input?",0.334,0.0769,The question does not match with the context provided.,,no_match,,,0.494,1.1067,"[4.0, 1.0, 1.0]",0.073,0.901
Audio,nan,When should I extend the landing gear during an approach?,N3,Yes,12/10/2025,, When should I extend the landing gear during an approach?,0.277,0.0,"**Procedure:**

APPROACH

**Conditions:**

Aircraft established on approach path.

**Steps:**

1. The approach mode is armed.

2. The navigation aids are tuned and identified.

3. The flaps are extended as required.

4. The landing gear is extended when cleared.

5. The landing checklist is completed.

**Notes:**

Stabilized approach criteria must be met.",APPROACH,success,,,1.388,1.2233,"[5.0, 3.0, 4.0]",0.977,2.642
Audio,nan,What are the primary controls used to land the aircraft smoothly?,N3,Yes,12/10/2025,, What are the primary controls used to land the aircraft smoothly?,0.336,0.0,"**Procedure:**

LANDING

**Conditions:**

Aircraft cleared to land.

**Steps:**

1. The landing configuration is confirmed.

2. The autopilot may be disconnected at minimums or earlier.

3. The aircraft is landed smoothly on main landing gear.

4. Reversers and brakes are used as required.

**Notes:**

Landing roll is monitored until safe taxi speed is reached.",LANDING,success,,,1.502,0.9867,"[5.0, 5.0, 3.0]",1.136,2.974
Audio,nan,"After vacating, what lights should be turned off?",N3,Yes,12/10/2025,," After vacating, what light should be turned off?",0.273,0.125,"**Procedure:**

AFTER LANDING

**Conditions:**

Aircraft has vacated the runway.

**Steps:**

1. The strobe lights are set OFF.

2. The landing lights are set OFF.

3. The APU is started if required.

4. The flaps are retracted.

5. The spoilers are disarmed.

**Notes:**

_No data available_",AFTER LANDING,success,,,1.239,1.3467,"[5.0, 2.0, 6.0]",0.799,2.312
Audio,nan,What is the sequence for shutting down the engines when parked at the gate?,N3,Yes,12/10/2025,, What is the sequence for shutting down the engines when parked at the gate?,0.355,0.0,"**Procedure:**

PARKING AND SECURING AIRCRAFT

**Conditions:**

Aircraft parked at gate or stand.

**Steps:**

1. The parking brake is set.

2. The beacon light is set OFF.

3. The engines are shut down with ENGINE MASTER set to OFF.

4. The seat belt signs are set OFF.

5. The external power is connected if available.

6. The ADIRS selectors are set to OFF.

**Notes:**

_No data available_",PARKING AND SECURING AIRCRAFT,success,,,1.517,1.0433,"[6.0, 9.0, 2.0]",1.189,3.061
Audio,nan,"If the first fire agent bottle doesn't extinguish the fire, what is the next step?",N3,Yes,12/10/2025,," If the first fire agent bottle doesn't extinguish the fire, what is the next step?",0.398,0.0,The question does not match with the context provided.,,no_match,,,0.508,1.12,"[6.0, 6.0, 10.0]",0.174,1.08
Audio,nan,What is the priority during a rapid decompression event?,N3,Yes,12/10/2025,, What is the priority during a rapid decompression event?,0.27,0.0,"**Procedure:**

RAPID DECOMPRESSION

**Conditions:**

Sudden loss of cabin pressure.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. An emergency descent is initiated if required.

**Notes:**

A safe altitude below 10,000 ft is reached as soon as possible.",RAPID DECOMPRESSION,success,,,1.395,1.16,"[7.0, 11.0, 9.0]",0.997,2.661
Audio,nan,"In a stall recovery, what is more important: reducing pitch or adding thrust?",N3,Yes,12/10/2025,," In install recovery, what is more important reducing pitch or adding thrust?",0.312,0.1538,The question does not match with the context provided.,,no_match,,,0.536,1.2367,"[7.0, 9.0, 3.0]",0.074,0.922
Audio,nan,"If my flight instruments are unreliable, what should I use as my primary reference?",N3,Yes,12/10/2025,," If my flight instruments are imeliable, what should I use as my primary reference?",0.373,0.0714,"**Procedure:**

UNRELIABLE AIRSPEED

**Conditions:**

Inconsistent or unreliable speed indications.

**Steps:**

1. The autopilot is set to OFF.

2. The autothrust is set to OFF.

3. The flight directors are set to OFF.

4. Pitch and thrust are adjusted according to reference tables.

5. If necessary, attitude and power are used as the primary reference.

**Notes:**

Abrupt maneuvers are avoided until reliable parameters are confirmed.",UNRELIABLE AIRSPEED,success,,,1.626,1.5133,"[8.0, 1.0, 1.0]",1.061,3.059
Audio,nan,Should I follow ATC instructions if they contradict a TCAS RA?,N3,Yes,12/10/2025,, Should I follow ATC instructions if they contradict a TCAS RA?,0.335,0.0,"**Procedure:**

TCAS RA

**Conditions:**

Resolution advisory from TCAS.

**Steps:**

1. The autopilot is disconnected.

2. The pitch guidance from TCAS is followed.

3. No maneuver is made opposite to the RA order.

4. When clear, the aircraft returns to the original flight path.

**Notes:**

Immediate compliance is mandatory.",TCAS RA,success,,,1.357,1.1167,"[8.0, 3.0, 11.0]",0.981,2.673
Audio,nan,"When performing a go-around, when should the flaps be retracted?",N3,Yes,12/10/2025,," When performing a go around, when should the flaps be retracted?",0.301,0.2,"**Procedure:**

GO-AROUND

**Conditions:**

Need to abort landing.

**Steps:**

1. The thrust levers are set to TOGA.

2. The flaps are set according to the procedure.

3. When positive climb is confirmed, the landing gear is retracted.

4. The flight path is established.

5. Air Traffic Control is informed.

**Notes:**

The published missed approach procedure is followed.",GO-AROUND,success,,,1.48,1.15,"[8.0, 3.0, 7.0]",1.366,3.148
Audio,nan,At what speed is a takeoff no longer recommended to be rejected?,N3,Yes,12/10/2025,, At what speed is a takeoff no longer recommended to be rejected?,0.314,0.0,"**Procedure:**

REJECTED TAKEOFF

**Conditions:**

Critical event detected before V1.

**Steps:**

1. The thrust levers are set to IDLE.

2. The reversers are deployed to maximum.

3. Braking is applied to maximum.

4. Air Traffic Control is informed.

5. If required, an evacuation is initiated.

**Notes:**

Above V1 the takeoff is continued unless the aircraft cannot fly.",REJECTED TAKEOFF,success,,,1.531,1.2533,"[9.0, 3.0, 3.0]",1.436,3.281
Audio,nan,"For a water landing, should the landing gear be up or down?",N3,Yes,12/10/2025,," For a water landing, should the landing gear be up or down?",0.302,0.0,"**Procedure:**

DITCHING

**Conditions:**

Forced landing on water.

**Steps:**

1. The approach is configured with landing gear up.

2. The impact is prepared with the brace position.

**Notes:**

Air Traffic Control and SAR are contacted if possible.",DITCHING,success,,,1.215,1.1567,"[9.0, 4.0, 5.0]",0.8,2.316
Audio,nan,What is the first step in ordering an evacuation?,N3,Yes,12/10/2025,, What is the first step in ordering an evacuation?,0.262,0.0,"**Procedure:**

EVACUATION

**Conditions:**

Order to evacuate the aircraft.

**Steps:**

1. The parking brake is set ON.

2. The evacuation command is initiated.

3. Both engine masters are set to OFF.

4. The APU is set to OFF.

5. Air Traffic Control is informed.

**Notes:**

_No data available_",EVACUATION,success,,,1.332,0.96,"[9.0, 9.0, 3.0]",1.042,2.635
Audio,nan,"If my normal brakes fail, what is the alternative method to slow the aircraft down?",N3,Yes,12/10/2025,," If my normal brakes fail, what is the alternative method to slow the aircraft down?",0.36,0.0,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. 1. The reversers are set to MAX.

2. 2. Brake pedals are released.

3. 3. The anti-skid and nose wheel steering are set to OFF.

4. 4. Brake pedals are pressed again.

5. 5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

- Prolonged use of the parking brake is avoided to prevent wheel lock.",LOSS OF BRAKING,success,,,1.758,1.2467,"[10.0, 8.0, 2.0]",1.482,3.6
Audio,nan,"If smoke appears, what is the first thing the pilots should do for themselves?",N3,Yes,12/10/2025,," If smoke appears, what is the first thing the pilot should do for themselves?",0.322,0.0714,"**Procedure:**

SMOKE OR FUMES

**Conditions:**

Detection of smoke or fumes in the cabin or avionics.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. If necessary, smoke or fumes removal procedures are applied.

4. Ventilation conditions are adjusted.

**Notes:**

If smoke persists, an immediate diversion is recommended.",SMOKE OR FUMES,success,,,1.469,1.09,"[10.0, 4.0, 1.0]",1.007,2.798
Audio,nan,Can you write a short poem about the seasons?,N3,No,12/10/2025,, Can you write a short poem about the seasons?,0.265,0.0,The question does not match with the context provided.,,no_match,,,0.491,1.89,"[11.0, 10.0, 5.0]",0.073,0.829
Audio,nan,What is the chemical formula for water?,N3,No,12/10/2025,, What is the chemical formula for water?,0.23,0.0,The question does not match with the context provided.,,no_match,,,0.494,1.8433,"[9.0, 10.0, 6.0]",0.074,0.799
Audio + Text,Fuel Leak,Procedure for,N1,Yes,12/10/2025,Fuel Leak, procedure for.,0.157,0.0,"**Procedure:**

FUEL LEAK

**Conditions:**

Indications of a fuel leak.

**Steps:**

1. The ENGINE MASTER of the affected engine is set to OFF.

2. The IDG of the affected engine is set to OFF.

3. Air Traffic Control is informed.

4. Fuel imbalance is monitored.

**Notes:**

_No data available_",FUEL LEAK,success,,,1.237,1.0767,"[10.0, 7.0, 11.0]",0.975,2.369
Audio + Text,Emergency Descent,Procedure for,N1,Yes,12/10/2025,Emergency Descent, procedure for.,0.161,0.0,"**Procedure:**

EMERGENCY DESCENT

**Conditions:**

Urgent need to lose altitude rapidly.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. Speed is set to maximum or appropriate.

4. Spoilers are set to full.

5. The selected altitude is confirmed and descent is initiated.

**Notes:**

Air Traffic Control is informed as soon as possible.",EMERGENCY DESCENT,success,,,1.623,0.7833,"[11.0, 4.0, 9.0]",1.249,3.033
